"nkill","iyear","imonth","gname","targtype1_txt","weaptype1_txt","attacktype1_txt","country_txt","time_of_year"
1,1972,8,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","United Kingdom","Summer"
1,1972,8,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Summer"
1,1972,8,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Summer"
2,1972,8,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","United Kingdom","Summer"
1,1972,8,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Summer"
1,1972,8,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Summer"
1,1972,8,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Summer"
1,1972,8,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Summer"
1,1972,8,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Summer"
1,1972,8,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Bombing/Explosion","United Kingdom","Summer"
1,1972,8,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Spain","Summer"
1,1972,8,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Summer"
1,1972,8,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Summer"
1,1972,8,"Protestant extremists","Private Citizens & Property","Melee","Assassination","United Kingdom","Summer"
16,1972,9,"Other","Private Citizens & Property","Firearms","Assassination","West Germany (FRG)","Autumn"
1,1972,9,"Protestant extremists","Military","Explosives","Bombing/Explosion","United Kingdom","Autumn"
1,1972,9,"Protestant extremists","Private Citizens & Property","Explosives","Assassination","United Kingdom","Autumn"
3,1972,9,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","United Kingdom","Autumn"
1,1972,9,"Protestant extremists","Government (General)","Firearms","Assassination","United Kingdom","Autumn"
3,1972,9,"Ulster Volunteer Force (UVF)","Business","Explosives","Bombing/Explosion","United Kingdom","Autumn"
1,1972,9,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,9,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,9,"Other","Government (Diplomatic)","Explosives","Assassination","United Kingdom","Autumn"
1,1972,9,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,9,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
2,1972,9,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Ireland","Autumn"
1,1972,9,"Protestant extremists","Private Citizens & Property","Melee","Assassination","United Kingdom","Autumn"
1,1972,9,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,9,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,9,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,9,"Protestant extremists","Private Citizens & Property","Explosives","Bombing/Explosion","United Kingdom","Autumn"
1,1972,9,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,9,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,9,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,9,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
2,1972,9,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,9,"Other","Military","Firearms","Assassination","United Kingdom","Autumn"
1,1972,9,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,9,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
2,1972,9,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Explosives","Bombing/Explosion","United Kingdom","Autumn"
1,1972,10,"Irish Republican Army (IRA)","Military","Firearms","Assassination","United Kingdom","Autumn"
1,1972,10,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,10,"Irish Republican Army (IRA)","Journalists & Media","Firearms","Hostage Taking (Kidnapping)","United Kingdom","Autumn"
1,1972,10,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,10,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Explosives","Assassination","United Kingdom","Autumn"
1,1972,10,"Ulster Freedom Fighters (UFF)","Business","Explosives","Bombing/Explosion","United Kingdom","Autumn"
1,1972,10,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","United Kingdom","Autumn"
1,1972,10,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Explosives","Bombing/Explosion","United Kingdom","Autumn"
1,1972,10,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,10,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,10,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","United Kingdom","Autumn"
2,1972,10,"Protestant extremists","Private Citizens & Property","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,10,"Ulster Freedom Fighters (UFF)","Police","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,10,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,10,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,10,"Irish Republican Army (IRA)","Government (General)","Firearms","Assassination","United Kingdom","Autumn"
1,1972,10,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,10,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,10,"Other","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,10,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
2,1972,10,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Explosives","Bombing/Explosion","United Kingdom","Autumn"
1,1972,10,"Ulster Freedom Fighters (UFF)","Transportation","Firearms","Assassination","United Kingdom","Autumn"
1,1972,11,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,11,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,11,"Other","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,11,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,11,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Autumn"
1,1972,11,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,11,"Irish Republican Army (IRA)","Police","Explosives","Assassination","United Kingdom","Autumn"
2,1972,11,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","United Kingdom","Autumn"
1,1972,11,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,11,"Irish Republican Army (IRA)","Military","Firearms","Assassination","United Kingdom","Autumn"
1,1972,11,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,11,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,11,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
1,1972,11,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","United Kingdom","Autumn"
1,1972,11,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","United Kingdom","Autumn"
1,1972,11,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Autumn"
2,1972,12,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Explosives","Bombing/Explosion","Ireland","Winter"
1,1972,12,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1972,12,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1972,12,"Irish Republican Extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1972,12,"Other","Military","Explosives","Bombing/Explosion","United Kingdom","Winter"
1,1972,12,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Winter"
1,1972,12,"Irish Republican Extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1972,12,"Ulster Freedom Fighters (UFF)","Terrorists/Non-State Militia","Firearms","Armed Assault","United Kingdom","Winter"
1,1972,12,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Winter"
1,1972,12,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1972,12,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","United Kingdom","Winter"
1,1972,12,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","United Kingdom","Winter"
1,1972,12,"Other","Police","Firearms","Assassination","West Germany (FRG)","Winter"
1,1972,12,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Explosives","Bombing/Explosion","United Kingdom","Winter"
1,1972,12,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1972,12,"Other","Police","Firearms","Assassination","United Kingdom","Winter"
1,1972,12,"Other","Military","Firearms","Armed Assault","United Kingdom","Winter"
1,1972,12,"Protestant extremists","Terrorists/Non-State Militia","Firearms","Assassination","United Kingdom","Winter"
1,1972,12,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1972,12,"Irish Republican Army (IRA)","Government (General)","Firearms","Hostage Taking (Kidnapping)","United Kingdom","Winter"
1,1972,12,"Protestant extremists","Private Citizens & Property","Firearms","Armed Assault","United Kingdom","Winter"
1,1972,12,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Winter"
1,1972,12,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Armed Assault","United Kingdom","Winter"
5,1972,12,"Protestant extremists","Private Citizens & Property","Firearms","Armed Assault","United Kingdom","Winter"
1,1972,12,"Protestant extremists","Private Citizens & Property","Firearms","Armed Assault","United Kingdom","Winter"
1,1972,12,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","United Kingdom","Winter"
2,1972,12,"Protestant extremists","Government (General)","Explosives","Bombing/Explosion","Ireland","Winter"
1,1972,12,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
2,1973,1,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Ireland","Winter"
1,1973,1,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1973,1,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1973,1,"Other","Business","Firearms","Armed Assault","West Germany (FRG)","Winter"
2,1973,1,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","United Kingdom","Winter"
1,1973,1,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","United Kingdom","Winter"
1,1973,1,"Irish Republican Army (IRA)","Military","Firearms","Assassination","United Kingdom","Winter"
1,1973,1,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Explosives","Bombing/Explosion","Ireland","Winter"
1,1973,1,"Other","Government (General)","Firearms","Assassination","Spain","Winter"
1,1973,1,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1973,1,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1973,1,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Firearms","Assassination","United Kingdom","Winter"
1,1973,1,"Protestant extremists","Private Citizens & Property","Firearms","Hostage Taking (Kidnapping)","United Kingdom","Winter"
1,1973,1,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1973,2,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Explosives","Bombing/Explosion","United Kingdom","Winter"
1,1973,2,"Irish Republican Army (IRA)","Military","Firearms","Assassination","United Kingdom","Winter"
1,1973,2,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1973,2,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1973,2,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
2,1973,2,"Protestant extremists","Terrorists/Non-State Militia","Firearms","Assassination","United Kingdom","Winter"
1,1973,2,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1973,2,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
1,1973,2,"Ulster Volunteer Force (UVF)","Military","Firearms","Assassination","United Kingdom","Winter"
1,1973,2,"Irish Republican Army (IRA)","Military","Firearms","Assassination","United Kingdom","Winter"
1,1973,2,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","United Kingdom","Winter"
1,1973,2,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","United Kingdom","Winter"
